Gabrielle	d55fe7ec-3c7f-44e7-b9cc-b025c4351f70	1970/4/16	null/null/null	Person	United Kingdom	Female	null	null	null
Michy Reincke	f9099ea1-51ba-4c97-84bf-c1f77f6d5583	1959/10/3	null/null/null	Person	Germany	Male	null	null	null
Sam Roberts	c8a1771b-4526-4183-b066-120676990d74	1974/10/2	null/null/null	Person	Canada	Male	Canadian rock singer-songwriter	null	null
Calogero	7e26f094-2ab2-4810-be12-f8fd8953d99d	1971/7/30	null/null/null	Person	France	Male	French singer	null	null
Ákos Stefi	14e61f16-e027-4c33-a02d-043d2dd8fb47	1919/null/null	2005/2/21	Person	Hungary	Female	null	null	null
Alfredo González	28d7e6d5-cff7-41f6-9c88-6acd5ea5d08b	null/null/null	null/null/null	Person	Spain	Male	Spanish singer-songwriter	null	null
Peter Alexander	1f27d918-b658-4918-aa18-80897433e14b	1926/6/30	2011/2/12	Person	Austria	Male	null	null	null
Annabelle Chvostek	4a45804a-409a-4339-958d-21371fb464f2	null/null/null	null/null/null	Person	Canada	Female	null	null	null
Kenny Ball	266173c6-b970-4780-8db3-ea08e343d381	1930/5/22	null/null/null	Person	United Kingdom	Male	null	null	null
Davide Carbone	670feee2-28ef-497a-ad82-a7e68ed931ec	null/null/null	null/null/null	Person	Australia	Male	null	null	null
José Manuel Domínguez	1a7a15b8-2720-49fe-ac9a-eb71a4617336	1948/1/23	null/null/null	Person	Spain	Male	null	null	null
Dave McKenna	a048dfa0-5ce1-40ca-bcdf-56f9d56b32ae	1930/5/30	2008/10/18	Person	United States	Male	null	null	null
Pankaj Udhas	70874a6a-7bab-4bc9-ae45-640f870a2bd6	1951/5/17	null/null/null	Person	India	Male	null	null	null
Marianne Rosenberg	ff15d38b-9670-445d-987b-4c879c7674fb	1955/3/10	null/null/null	Person	Germany	Female	null	null	null
Donald Fagen	70047e57-0153-4117-b0fc-a1d2e322e5ef	1948/1/10	null/null/null	Person	United States	Male	null	80	1
三澤康広	033908bb-335e-4915-b2fe-150c99f6d4de	1976/null/null	null/null/null	Person	Japan	Male	null	null	null
Billy Ray Cyrus	63e8d6f9-e247-45c9-aaf2-e079cddbdd54	1961/8/25	null/null/null	Person	United States	Male	null	null	null
Richard Dorfmeister	809a85c1-66e0-40f2-ad68-80169b7e23e5	null/null/null	null/null/null	Person	Austria	Male	null	null	null
Hugo Winterhalter	2c8e33c0-70b6-4296-be65-cabeddfe339b	1909/8/15	1973/9/17	Person	United States	Male	null	null	null
Samy Deluxe	14aa9e32-c377-4dc6-9162-2e6c67a8eaf4	1977/12/19	null/null/null	Person	Germany	Male	null	80	1
Hape Kerkeling	217d1f4d-7476-4bf9-915c-7335516e2445	1964/12/9	null/null/null	Person	Germany	Male	null	null	null
Vicentico Valdés	12d33d7a-91ea-4418-9409-e96736e4d72b	1921/1/10	1995/6/26	Person	Cuba	Male	null	null	null
Álvaro Carrillo	9107a004-654b-459c-b6ee-8ef38e1701fc	1921/12/2	1969/4/3	Person	Mexico	Male	null	null	null
Boris	4a6e0cc3-c53d-4f9a-953c-ecb830c37367	1980/10/3	null/null/null	Person	Netherlands	Male	Dutch Idols winner	null	null
Spragga Benz	d0e97e77-b74d-4b1f-a84f-c3125a2b962d	1969/5/30	null/null/null	Person	Jamaica	Male	null	null	null
Troy Verges	93cfd3f2-b13a-4362-81a0-d9cb6d7d09bc	null/null/null	null/null/null	Person	United States	Male	null	null	null
Lenny Dee	480652fe-5288-4205-b74a-dfe0bb193e15	null/null/null	null/null/null	Person	United States	Male	US techno/hardtechno/hardcore producer & DJ	null	null
Erich Kästner	f0cfe0f7-5cd4-4d05-b288-009fb2f342d3	1899/2/23	1974/7/29	Person	Germany	Male	null	null	null
Jerome Kern	8fb64b2e-db8b-4579-ad08-f324ef1bf494	1885/1/27	1945/11/11	Person	United States	Male	null	null	null
Huey	310cc6c5-be9c-4746-a355-b53712a8a777	null/null/null	null/null/null	Person	United States	Male	US rapper from St. Louis	null	null
Disorient	1f262607-cc60-4589-84c6-ed7935268fc6	null/null/null	null/null/null	Person	United Kingdom	Male	UK producer/DJ Paul Dolby aka Seiji	null	null
Amália Rodrigues	6b605219-90fa-465e-82ae-60d2347bd030	1920/7/23	1999/10/6	Person	Portugal	Female		null	null
Lana Lane	a27db51b-047d-49b3-b714-c2853fc53a93	null/null/null	null/null/null	Person	United States	Female	null	null	null
Chiara Iezzi	7b9ad05e-d10a-4047-9004-b2bd06aadcac	1973/2/27	null/null/null	Person	Italy	Female	null	null	null
Scaramanga	9ce91d1b-d980-4235-b99f-8235025926d0	null/null/null	null/null/null	Person	United States	Male	US rapper, aka Sir Menelik	null	null
Peter Breinholt	223a12c4-0642-494f-be90-578418ded17f	1969/3/31	null/null/null	Person	United States	Male	null	null	null
DJ Akira	14b80531-db4b-4213-9ff2-a18279a93718	null/null/null	null/null/null	Person	Japan	Female	Acid trance artist	null	null
Christian Vander	0933c7f6-aaff-4bd8-bb69-deb3088db745	1948/2/21	null/null/null	Person	France	Male	null	null	null
Alexandra Roos	2ba6b6f3-00ee-46f4-82b1-fc3cec44ca6c	null/null/null	null/null/null	Person	France	Female	null	null	null
Matthew Ryan	4a438422-be3a-4359-98de-4d1d62ae1860	1971/11/7	null/null/null	Person	United States	Male	null	null	null
Latex Diamond	17a6565a-afe9-4d9c-b622-d93ddae96dc6	null/null/null	null/null/null	Person	Spain	Male	null	null	null
Dead Letters Spell Out Dead Words	5da9e822-b1d7-42d4-ae66-de9e04f428d6	null/null/null	null/null/null	Person	Sweden	Male	null	null	null
中森明菜	9f18e7f6-08e8-4b85-a5d9-070a60ee522a	1965/7/13	null/null/null	Person	Japan	Female	null	null	null
Kojo	291e978b-5f76-47d1-9580-c6fe2384e22a	null/null/null	null/null/null	Person	Finland	Male	null	null	null
後藤真希	678ba12a-e485-44c7-8eaf-25e61a78a61b	1985/9/23	null/null/null	Person	Japan	Female	null	null	null
Stephen Jones	b72d0ffa-31dc-457d-b344-416e36b1aa79	1962/9/16	null/null/null	Person	United Kingdom	Male	Babybird	null	null
Peter La Farge	7524c033-a61e-4632-90d4-321a1d4735bd	1931/4/30	1965/10/27	Person	United States	Male	null	null	null
Cajmere	18d18849-fd22-4720-9ae4-5bc3ce39f93d	1967/4/26	null/null/null	Person	United States	Male	null	null	null
Majik Most	43a63945-08b3-4e81-9e88-7469db070fa0	null/null/null	null/null/null	Person	United States	Male	null	null	null
Johnny Cash	d43d12a1-2dc9-4257-a2fd-0a3bb1081b86	1932/2/26	2003/9/12	Person	United States	Male	null	96	9
Feed Me	c8eec78b-f3c5-4d59-a010-e709f7be4508	null/null/null	null/null/null	Person	United Kingdom	Male	null	80	1
湯浅卓雄	c48b34b3-8713-4fe4-accc-cd151d7ee9a7	1949/null/null	null/null/null	Person	Japan	Male	null	null	null
Joe Bonamassa	984f8239-8fe1-4683-9c54-10ffb14439e9	1977/5/8	null/null/null	Person	United States	Male	null	75	4
Damien Leith	504b5521-bab3-468d-9014-8a987613a6a1	1976/1/18	null/null/null	Person	Australia	Male	null	null	null
Grégory Lemarchal	5a6e934b-a203-456c-812e-6c5c3efd673e	1983/5/13	2007/4/30	Person	France	Male	null	null	null
Despo Rutti	dfdd8455-3dec-4205-9aec-d270c28fc6b0	1982/6/26	null/null/null	Person	France	Male	null	null	null
Sam Hulick	2b37e5d2-6b66-4c97-b7c4-7f2bbc718b1f	null/null/null	null/null/null	Person	United States	Male	null	null	null
Mae West	9cde9e3a-e8af-4659-9c59-bdbf96acb558	1893/8/17	1980/11/22	Person	United States	Female	null	null	null
Irene Grandi	422318a0-9769-441e-9edb-bf29845adb9a	1969/12/6	null/null/null	Person	Italy	Female	null	null	null
Bobby Fuller	c8e68072-90d1-4608-8121-aa65d9bd006f	1942/10/22	1966/7/18	Person	United States	Male	null	null	null
Salyu	b872b5f2-5250-4d2e-a9b4-b279e918657b	1980/10/13	null/null/null	Person	Japan	Female	null	100	1
Theo Lingen	2d0bb487-39ba-4b35-9ce8-ce7fbbfc75ce	1903/6/10	1978/11/10	Person	Germany	Male	null	null	null
Mike Melvoin	4df01ecc-68a8-41e5-8971-d6550edde76f	1937/5/10	null/null/null	Person	United States	Male	null	null	null
Ilkka Alanko	f2eab338-986b-4e1c-bc4f-78f1cfc13976	1969/11/21	null/null/null	Person	Finland	Male	null	null	null
Ricky Fobis	9c2a749f-111a-45ed-b389-33ddddf5121e	1981/9/26	null/null/null	Person	Italy	Male	null	null	null
Albert Lee	ed0e3e7d-cc87-4f09-a5a7-f8d47cfac9cb	1943/12/21	null/null/null	Person	United Kingdom	Male	null	null	null
Mickey Gilley	e5e17a46-5f66-4ee7-8377-0c3ddb257eb8	1936/3/9	null/null/null	Person	United States	Male		null	null
Grand Wizard Theodore	ebcc5d0d-5ee1-486d-b465-5f05afdd4f6d	1963/3/5	null/null/null	Person	United States	Male	null	null	null
Joseph von Westphalen	4d9f43c4-a1ca-4304-825b-81c3f5336bc0	1945/6/26	null/null/null	Person	Germany	Male	null	null	null
Emily in Love	3dcc9329-6008-4f4c-99eb-dca8d613f0d1	null/null/null	null/null/null	Person	Australia	Female	null	null	null
Yefim Bronfman	cfed95dc-6432-47f1-8364-586eb49511c1	1958/4/10	null/null/null	Person	Russian Federation	Male	null	null	null
Tad Williams	dbbe9d1b-08bb-47c3-b099-348c0be218e5	1957/3/14	null/null/null	Person	United States	Male	null	null	null
Raúl di Blasio	b4cbe0cd-c988-4d2d-afd0-7f7b6d209a8f	1949/11/11	null/null/null	Person	Argentina	Male	null	null	null
Ali Farka Touré	9be2a5ac-8201-489b-b5f6-91f958bf9060	1939/10/31	2006/3/7	Person	Mali	Male	null	80	1
Jan-Olof Strandberg	3e16920f-4ebc-47f2-a3ac-7014bb8fc438	1956/11/5	null/null/null	Person	Finland	Male	null	null	null
DJ Mark	0ae375d0-1b9c-411b-8c6a-b4fec2c0b5d0	1973/2/10	null/null/null	Person	Belgium	Male	null	null	null
Ivor Cutler	5845b9fb-e5aa-4e96-9f62-6e8ec4b02c39	1923/1/15	2006/3/3	Person	United Kingdom	Male	null	null	null
Tito 'El Bambino'	ebe02d36-410d-4a85-a67e-36e2462e3e44	1981/10/5	null/null/null	Person	Puerto Rico	Male	null	null	null
Little Computer People	1bb13296-e8e8-40de-a1aa-fcf1df94214e	null/null/null	null/null/null	Person	Germany	Male	null	null	null
The Rootsman	4cd3c79d-c30a-4c2f-a48f-156d1ba10a50	null/null/null	null/null/null	Person	United Kingdom	Male	null	null	null
Bruno Lauzi	d7f7bc78-8a3c-463a-ab6a-ee5f59bb82b3	1937/8/8	2006/10/24	Person	Italy	Male	null	null	null
高橋洋子	7004bc31-23ee-4216-8d74-0d230e88079f	1966/8/28	null/null/null	Person	Japan	Female	singer	null	null
Heikki Sarmanto	aef767a2-2407-4160-8396-0eafbbe1c7a6	1939/6/22	null/null/null	Person	Finland	Male	Finnish jazz pianist and composer	null	null
道重さゆみ	cfe17bbc-fe84-4366-a447-6d48e406d412	1989/7/13	null/null/null	Person	Japan	Female	null	null	null
o2	8c5a7da8-b62a-4daa-9d90-18934814cb4f	1970/null/null	null/null/null	Person	Denmark	Male	Carsten "o2" Ohlsen, remixes of video game music	null	null
Smiley Culture	b1ab7d55-0797-449b-ab52-342d4e2c176a	1963/2/10	2011/3/15	Person	United Kingdom	Male	null	null	null
Shugo Tokumaru	1859d58e-9f33-4004-8732-1d583e7a0dd7	1980/5/29	null/null/null	Person	Japan	Male	null	75	4
Aquaculture	f8b5a83b-3f0f-4829-8997-39e1dcab6ca4	null/null/null	null/null/null	Person	United Kingdom	Male	Lewis Hopkin	null	null
Adam Holzman	d2b50bd4-6def-4988-9ef8-408f06829a4e	1958/2/15	null/null/null	Person	United States	Male	null	null	null
Francis Lemarque	c37edc9c-5a76-4022-bc5c-a473e7ebc4bd	1917/11/25	2002/4/20	Person	France	Male		null	null
Alim Qasimov	53379c81-7201-46fa-9515-cf4d8c96a83b	1957/null/null	null/null/null	Person	Azerbaijan	Male	null	null	null
François de Roubaix	7119d597-5bda-4360-8b2b-892000e3d781	1939/4/3	1975/11/21	Person	France	Male	null	null	null
Stone	ccf5389c-1cbe-4f86-8c92-cae8b87aaff8	1947/7/31	null/null/null	Person	France	Female	French singer	null	null
Jaqueline Boyer	cac8a741-af21-4d1b-b728-830ef7237e88	1941/4/21	null/null/null	Person	France	Female	null	null	null
Tony Fernandez	f6a82dab-2f2c-4b3b-8396-33e34b3906cc	null/null/null	null/null/null	Person	United Kingdom	Male	null	null	null
Tracy Chapman	1129817c-488a-4096-80c1-77fc1b107c93	1964/3/30	null/null/null	Person	United States	Female	null	100	2
Eartha Kitt	02b4a39e-04c0-4eb7-a0eb-c919f3d14154	1927/1/17	2008/12/25	Person	United States	Female	null	null	null
People Like Us	b4c98e60-d070-40b6-a2de-d8c809539a01	null/null/null	null/null/null	Person	United Kingdom	Female	collage artist Vicki Bennett	null	null
Mase	76716b81-e361-427e-a931-19373388387d	1978/8/27	null/null/null	Person	United States	Male	null	60	1
Lenka	ae9ed5e2-4caf-4b3d-9cb3-2ad626b91714	1978/null/null	null/null/null	Person	Australia	Female	null	100	1
Yogi Yorgesson	45701727-25d9-4607-86f5-bf6083280bfd	1908/10/21	1956/5/20	Person	United States	Male	null	null	null
Stéphanie	a7ef5c8f-4521-4744-ad78-46ac7ceae75d	1965/2/1	null/null/null	Person	Monaco	Female	80s pop singer, Princess Stéphanie of Monaco	null	null
Gérard Manset	4afbc78d-97f7-4f6c-ba1a-ffd896757b18	1945/8/21	null/null/null	Person	France	Male	null	60	1
Kauko Röyhkä	4b4e50fc-ec3c-4ccc-aa50-768a7ca1ab85	null/null/null	null/null/null	Person	Finland	Male	null	null	null
DJ Flex	24eb15f6-cd5a-40df-8a98-389319d1c533	null/null/null	null/null/null	Person	France	Male	house artist David Terzian, key tracks "Ready", "Amazing"	null	null
Big Maceo	8f6719e0-9a9c-4bf5-b8e2-b61c7d413cb5	1905/3/31	1953/2/23	Person	United States	Male	null	null	null
Tiina Sanila	36c52c23-f2e9-4898-912d-185a0a7440fa	1983/3/null	null/null/null	Person	Finland	Female	null	null	null
Ricky Gianco	6da08a1f-edee-4ec3-881f-d6c9a06b5a25	1943/null/null	null/null/null	Person	Italy	Male	null	null	null
Fabienne Delsol	122805dc-68f0-424f-8f33-7a3d141cf4f9	null/null/null	null/null/null	Person	France	Female	null	null	null
Alex Lloyd	a99af284-6342-4609-952a-89b02a600615	1974/9/1	null/null/null	Person	Australia	Male	null	null	null
Jack Frost	1fcbbdfc-3279-4f08-8178-8a5bf522cdb6	null/null/null	null/null/null	Person	United States	Male	Adonis	null	null
Giua	ebb6261b-7c65-4e98-81b5-5802b1bee997	null/null/null	null/null/null	Person	Italy	Female	null	null	null
박정현	0bc5700f-8bbc-4df7-b940-875e6274e9ce	1976/3/23	null/null/null	Person	Korea (South), Republic of	Female	null	null	null
Stéphane Pompougnac	11bf566b-a73e-4e8c-ba82-83fdcddd0aed	1968/null/null	null/null/null	Person	France	Male	null	80	1
Nelson Sargento	731041cd-4cd0-4245-aafb-2b3fb9f9fdb9	1924/7/24	null/null/null	Person	Brazil	Male	null	null	null
Veeti Kallio	27713036-b079-4ba4-b0c6-d5a78e4838ca	1966/1/1	null/null/null	Person	Finland	Male	null	null	null
Alberto Gambino	6721c3f3-2ab0-49f1-b8dc-8529953d6e27	null/null/null	null/null/null	Person	Spain	Male	null	null	null
Manu le Malin	b0afb77f-65aa-4782-a809-b32c868db013	null/null/null	null/null/null	Person	France	Male	null	null	null
Terje Rypdal	6a5e6105-b1c4-4c5c-97ae-5ee4b7f746b4	1947/8/23	null/null/null	Person	Norway	Male	null	null	null
Ustad Mahwash	9c3cacda-ab03-4722-8f11-450bc6a7ebc1	1947/null/null	null/null/null	Person	Afghanistan	Female	null	null	null
Peter Banks	f1022919-81ce-4e56-a5e6-d5e7b6434ad5	1947/7/15	null/null/null	Person	United Kingdom	Male	null	null	null
Adele Anthony	0f68aa58-a7e2-41b7-bf64-e4d283eca590	1971/null/null	null/null/null	Person	Australia	Female	null	null	null
Biz Markie	48b48175-5ffd-49a2-88e2-ca84118544ca	1965/4/8	null/null/null	Person	United States	Male	null	93	3
Ewan Pearson	0d1a2613-c90e-4985-9213-47dfd50d6ef4	1972/4/1	null/null/null	Person	United Kingdom	Male	null	null	null
Ralf Illenberger	26551a36-2a3b-42f5-a81d-bd55278caab8	1956/12/20	null/null/null	Person	Germany	Male	null	null	null
Doc Severinsen	1b149d4f-7654-42bc-8af8-3669aa9bcf21	1927/7/7	null/null/null	Person	United States	Male	null	null	null
Eoin Colfer	d6167d26-65a2-4d51-878a-56de19a2d5c0	1965/5/14	null/null/null	Person	Ireland	Male	null	null	null
Artūrs Maskats	3545d0d1-c91e-404c-a2f4-fedb357ef3aa	1957/12/20	null/null/null	Person	Latvia	Male	null	null	null
Bill Mize	c0f2f151-c692-460c-924b-10ebe0f7901e	1952/7/null	null/null/null	Person	United States	Male	null	null	null
Kim Skovbye	7762c1a6-d27f-4935-ba8b-3256ac4c3e0d	1955/null/null	null/null/null	Person	Denmark	Male	null	null	null
Michael Mayer	d17801d0-4353-4725-8bf5-d0bbedc403a6	1971/12/11	null/null/null	Person	Germany	Male	German techno DJ/producer	null	null
Annette Humpe	9d704303-724b-4445-8f1b-316aeafc024c	1950/10/28	null/null/null	Person	Germany	Female	null	null	null
Demi Moore	34ee9e81-e8e5-4e5a-91cb-815e7e36ad02	1962/11/11	null/null/null	Person	United States	Female	null	null	null
喜多郎	f3d8c154-208d-4efa-b52d-7e9f16adcdae	1953/2/4	null/null/null	Person	Japan	Male	null	100	6
Bobby McFerrin	a996b5bd-db99-4257-b036-336f63448aa2	1950/3/11	null/null/null	Person	United States	Male	null	80	1
Anthony Gomes	5514a7d6-2ebf-4460-a3fa-f8c333ee1217	1970/7/3	null/null/null	Person	Canada	Male	null	null	null
Adrian Martinez	54d988a1-ea93-4242-8eed-ba0e29ae4cff	null/null/null	null/null/null	Person	Belize	Male	null	null	null
Ian Devaney	35853e33-cc0a-476a-9f6f-b7103983b13a	null/null/null	null/null/null	Person	United Kingdom	Male	null	null	null
David Byrne	d4659efb-b8eb-4f03-95e9-f69ce35967a9	1952/5/14	null/null/null	Person	United States	Male	null	100	1
Macy Gray	48772747-4cda-4ba8-b470-cfd5a32e05f7	1967/9/6	null/null/null	Person	United States	Female	null	60	4
Ben Allison	c4e2ed4c-48ef-4d5f-b175-20ef36f0b97c	1966/11/17	null/null/null	Person	United States	Male	null	null	null
熊木杏里	f12766da-15dd-46a8-bb11-de9be87a1041	1982/1/27	null/null/null	Person	Japan	Female	null	null	null
Daniel Drumz	d73eeb24-2a1b-45f1-8a14-cdd08e6b444f	1985/null/null	null/null/null	Person	Poland	Male	null	null	null
The Pancakes	a597c1f4-02b9-47f2-9bd8-8200c4e05bf4	null/null/null	null/null/null	Person	Hong Kong	Female	Hong Kong indie pop artist	100	1
Bill Cunliffe	192496f2-4ed5-4a52-9a94-5d2021ad9f22	1956/6/26	null/null/null	Person	United States	Male	null	null	null
Udo Jürgens	20e903b8-4b5f-414a-a467-dd6e46933d3e	1934/9/30	null/null/null	Person	Austria	Male	null	null	null
Daphne du Maurier	9d862d05-117d-4d28-90a7-2959a5334420	1907/5/13	1989/4/19	Person	United Kingdom	Female	null	null	null
Richie Havens	b45ea9f4-d0a1-45e1-b3a8-bf4fe509b8d0	1941/1/21	null/null/null	Person	United States	Male	null	null	null
Pete Townshend	fb147b8f-0144-4418-acaa-90b2d9779840	1945/5/19	null/null/null	Person	United Kingdom	Male	null	100	1
B-Tight	0d43522e-0a68-4fec-96f2-1b74e687cbdc	1979/12/28	null/null/null	Person	United States	Male	null	null	null
Johan Verminnen	1c5e78bd-933e-4004-841e-a59e7f7d89ee	1951/5/22	null/null/null	Person	Belgium	Male	null	null	null
U-Ness	3352e9f4-776c-4a99-ac88-4770c74f6d36	1979/null/null	null/null/null	Person	Belgium	Male	Belgian house producer	null	null
Ralf GUM	56461fa4-3310-4bd8-87c7-7206fc36cba5	1971/null/null	null/null/null	Person	Germany	Male	null	null	null
元ちとせ	9452777a-c9a5-4a7e-9fde-231e51a81122	1979/1/5	null/null/null	Person	Japan	Female	null	null	null
Wrecked Machines	05c82fd9-4857-4f46-b9fb-7f9606c089ce	null/null/null	null/null/null	Person	Brazil	Male	null	null	null
Andy Engel	793b2945-fe4d-4c5f-8a02-a7abd652bd5d	null/null/null	null/null/null	Person	United States	Male	null	null	null
Gigi D'Alessio	bb1598ca-6b6c-4507-96c5-98a0eacf151a	1967/2/24	null/null/null	Person	Italy	Male	null	null	null
Patric La Funk	7759dc73-860e-470e-9107-432427af97a3	1982/11/22	null/null/null	Person	Germany	Male	null	null	null
Max'C	05e4c08b-38a6-4522-bfd8-e241ab30b6f4	null/null/null	null/null/null	Person	United States	Male	Charles Salter	null	null
Karl Bille	2227f29a-65f2-461d-8290-7d0dd572a03e	1971/4/1	null/null/null	Person	Denmark	Male	null	null	null
Bobby Brown	d11f9c07-0eac-4a1f-a443-19cd0f63d5f0	1969/2/5	null/null/null	Person	United States	Male	R&B singer, New Edition member	100	1
hitomi	971280a6-c66d-40bc-9f77-c2fe726a41d7	1976/1/26	null/null/null	Person	Japan	Female	null	60	1
Morodo	95b3b66d-8e06-4a62-b4bd-7a31044c3075	null/null/null	null/null/null	Person	Spain	Male	null	null	null
土屋アンナ	333a223b-81ec-4856-805f-4d1bb4f7bcdd	1984/3/11	null/null/null	Person	Japan	Female	null	70	2
Freddie Green	28048233-38da-4cee-910b-1a1242ea76be	1911/3/31	1987/3/1	Person	United States	Male	null	null	null
Buster Poindexter	617d39dc-9662-4b08-8ec0-37b0730c756f	1950/1/9	null/null/null	Person	United States	Male	null	null	null
El Nega	36aa8284-fe9b-4c61-a6f6-5a99fa10ce27	null/null/null	null/null/null	Person	Spain	Male	Spanish hip-hop	null	null
Trini Lopez	52086001-fe0e-42ee-884e-49a0881bf8c8	1937/5/15	null/null/null	Person	United States	Male	null	null	null
Sainkho Namtchylak	b2b97779-e09d-4e76-a0c9-a4c80cf043fa	1957/null/null	null/null/null	Person	Russian Federation	Female	null	null	null
Siouxsie Sioux	4de9aada-a5fa-4899-8914-cfcf8dd19066	1957/5/27	null/null/null	Person	United Kingdom	Female	null	null	null
Arnaud Rebotini	9838c84b-5e67-4c1d-97e6-a36d2ca73634	null/null/null	null/null/null	Person	France	Male	null	null	null
Carlos Talavera	f43cb22d-c22b-47f0-a6c8-cc2a643a42e1	null/null/null	null/null/null	Person	Spain	Male	null	null	null
Harry James	e6b3fe16-d0c5-4825-b33e-a83d8fb5de94	1916/3/15	1983/7/5	Person	United States	Male	null	null	null
Wil Malone	894861fb-efc3-42fb-93ae-b4b84adf9d52	null/null/null	null/null/null	Person	United Kingdom	Male	null	null	null
James Galway	84045b93-beb0-4bc8-a855-93266ec6bbdc	1939/12/8	null/null/null	Person	United Kingdom	Male	null	null	null
Pixie Lott	77de9077-5074-4a07-9fe7-049414715ea9	1991/12/12	null/null/null	Person	United Kingdom	Female	null	null	null
Lee Ritenour	0c361ea5-98c6-4947-900b-201833f2dd84	1952/1/11	null/null/null	Person	United States	Male	null	80	1
Katherine Jenkins	864f4d00-ce12-400d-8942-9af0ca4b1c94	1980/6/29	null/null/null	Person	United Kingdom	Female	null	100	1
Judy Collins	06f9c474-0547-40fc-be3d-1ae6ce38abd7	1939/5/1	null/null/null	Person	United States	Female	null	null	null
Julian Lennon	fbe1a6d6-12c9-459e-bf73-fdcc76b14b7e	1963/4/8	null/null/null	Person	United Kingdom	Male	null	60	1
Roger Cicero	18c96f8c-c6fa-4b4b-b01a-40a9eb5e3927	1970/7/6	null/null/null	Person	Germany	Male	null	100	1
Kurt Cobain	3c9b356d-d1db-4f4e-a7a3-2d00c1d70255	1967/2/20	1994/4/5	Person	United States	Male	null	null	null
Palm Skin Productions	f75a0a54-01d1-4acd-acc2-5475b42dcbb6	null/null/null	null/null/null	Person	United Kingdom	Male	null	null	null
Roger Hodgson	210bf857-3387-4a7e-9301-7eb9c66800d6	1950/3/21	null/null/null	Person	United Kingdom	Male	null	null	null
Jérémy Chatelain	af464d38-4d1e-402c-ba07-8046daed6e7e	1984/10/19	null/null/null	Person	France	Male	Star Academy, France	null	null
Aesop Rock	aba64937-3334-4c65-90a1-4e6b9d4d7ada	1976/5/11	null/null/null	Person	United States	Male	null	93	3
David Wrench	896f8cf3-3607-4b2a-aac4-044e31e9542e	null/null/null	null/null/null	Person	United Kingdom	Male	null	null	null
a2c	caf7bdb8-7b7b-4804-826d-18d33e8ee9fe	1979/2/11	null/null/null	Person	Japan	Male	null	80	1
Jerry Lee Lewis	b59ac58d-036e-4bba-8112-c32a34c4575b	1935/9/29	null/null/null	Person	United States	Male	null	100	2
Timi Yuro	8a52e2b1-7087-416f-91b0-3584ab7ba044	1940/8/4	2004/3/30	Person	United States	Female	null	null	null
Kiko Veneno	f1899faf-50de-4bf5-9939-bb2e720e629b	1952/null/null	null/null/null	Person	Spain	Male	null	null	null
Martial Solal	13b00208-fff9-4dbd-bfc1-f769c182fbf8	1927/8/23	null/null/null	Person	France	Male	null	null	null
Rodriguez Jr.	e2cf5b7b-63fa-4975-8b2d-bcefcd698ceb	null/null/null	null/null/null	Person	France	Male	null	null	null
Helen Boulding	03e2ef5a-bd09-476d-9f9f-0e752a43cac0	1978/12/1	null/null/null	Person	United Kingdom	Female	null	null	null
Nino de Angelo	d050be17-1326-48b8-b8d4-49570bdab8e7	1963/12/18	null/null/null	Person	Germany	Male	null	null	null
T.M.Revolution	7dea80e3-0861-4c9c-86df-eec42fc2c5a8	1970/9/19	null/null/null	Person	Japan	Male	null	80	3
小六禮次郎	afb24765-1543-4a0c-86ef-d730b311f9c0	1949/12/13	null/null/null	Person	Japan	Male	null	null	null
André Popp	9a6761de-e96b-40b5-ad55-9d5379de5df0	1924/2/19	null/null/null	Person	France	Male	null	null	null
Viktors Lapčenoks	885c95a6-eba0-4c00-8fe0-0192ca2374eb	1947/1/16	null/null/null	Person	Latvia	Male	null	null	null
Whitney Houston	0307edfc-437c-4b48-8700-80680e66a228	1963/8/9	null/null/null	Person	United States	Female	null	90	2
Clark Terry	2a760856-7bf1-4f65-a2d0-225e77085fcc	1920/12/14	null/null/null	Person	United States	Male	null	80	1
Tristan-Edern Vaquette	0c2dc5f8-da8b-4be9-9305-8201901d3bda	1969/null/null	null/null/null	Person	France	Male	null	null	null
Enzo Enzo	47223d65-4a6e-40ee-8586-b209d2097d6a	1960/8/29	null/null/null	Person	France	Female	null	null	null
Andy Statman	5a3586cd-87a7-41b2-ad60-7d83d6363afd	1950/null/null	null/null/null	Person	United States	Male	null	null	null
Philip Samartzis	83fda3c9-a28c-450b-8713-1f2ae6f22de7	null/null/null	null/null/null	Person	Australia	Male	null	null	null
Guillaume Apollinaire	45f5e60c-16e6-49d5-8918-4e1bbcc050e2	1880/8/26	1918/11/9	Person	France	Male	null	null	null
DJ Joaking	901b7bd5-680a-4d8b-8b7f-9fe0c41bd1a9	null/null/null	null/null/null	Person	Spain	Male	null	null	null
Annie M.G. Schmidt	b3a07c41-f184-43ba-ba60-3f4add8b12b4	1911/5/20	1995/5/21	Person	Netherlands	Female	null	null	null
Fernandel	0bce7eda-e55b-4176-aa1f-b8d2ca447a17	1903/5/8	1971/2/26	Person	France	Male		null	null
Christoph Schneider	bb9fe2b7-87fa-43e6-95ca-bc4592d8d5bc	1966/5/11	null/null/null	Person	Germany	Male	null	null	null
Mel's	83b062d4-39e5-406f-9ff0-fcc0190038bb	null/null/null	null/null/null	Person	France	Female	null	null	null
